Seed 1: 
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(x1)))(x1)))(0.06159))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 436111516106752.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (+(+(x1)(0.61678))(x1)))(x1))(x1)))(x1))(/(x1)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 54821683200.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (sqrt (0.57350)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847))))))(x1)) | Numero de nos: 29 | Erro = 31343386.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(x1)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 40138388.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(x1))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 223120.6718750000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (cos (/(/(-(0.67373)(sqrt (sqrt (0.75396))))(0.19071))(x1))))(x1))(/(0.24894)(+(+(/(cos (0.24894))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 160076480.0000000000000000000000000  
(/(sqrt (sin (0.83993)))(-(/(cos (+(cos (cos (sqrt (*(/(+(/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1))(0.51958))(x1))(0.96029)))))(0.71068)))(0.34516))(0.58055))) | Numero de nos: 30 | Erro = 434177505755136.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (x1))(x1))(/(0.24894)(+(x1)(x1)))))(x1)) | Numero de nos: 16 | Erro = 3209428992000.0000000000000000000000000  
(*(*(*(cos (cos (*(+(sin (+(x1)(0.48271)))(+(*(+(/(-(*(sqrt (0.66588))(x1))(x1))(sin (x1)))(x1))(x1))(x1)))(x1))))(x1))(0.72802))(x1)) | Numero de nos: 30 | Erro = 433947725004800.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(0.83044)))))(x1)) | Numero de nos: 30 | Erro = 32544444.0000000000000000000000000  
(*(0.43095)(x1)) | Numero de nos: 3 | Erro = 434176700448768.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(0.01035)(x1))(x1))(x1)))))(x1)) | Numero de nos: 29 | Erro = 223057.8281250000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(x1)))(+(x1)(0.62847)))(0.62847)))(x1))(/(0.24894)(+(+(/(cos (x1))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 5612530827264.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(x1)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 63116992512.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(0.24894)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(0.67858))(x1)))))(x1)) | Numero de nos: 30 | Erro = 64444551168.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (cos (x1)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 29 | Erro = 18247672.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(cos (cos (*(-(0.69543)(x1))(0.96774))))(x1))(/(0.24894)(+(+(/(sin (cos (x1)))(x1))(x1))(x1)))))(x1)) | Numero de nos: 27 | Erro = 17557307392.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 64458.1523437500000000000000000  
(*(*(*(x1)(x1))(-(+(cos (x1))(x1))(/(0.24894)(+(+(/(cos (0.39833))(+(+(cos (cos (cos (+(0.56355)(0.72109)))))(x1))(x1)))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 340718026752.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(cos (x1))(0.23878)))(x1))(x1)))(x1))(/(0.24894)(+(+(/(0.62847)(0.06159))(x1))(sin (sqrt (x1)))))))(x1)) | Numero de nos: 30 | Erro = 105431800.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.36509)))(+(x1)(x1)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.85867))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 38472310784.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(x1)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(0.85867))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 1641224960.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sin (x1))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(x1))(0.08719))(x1)))))(x1)) | Numero de nos: 28 | Erro = 123791376.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(x1)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(x1)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 52613853184.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.24894)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 11669626.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.23878)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 4985501.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.62847)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(sqrt (0.84307))(0.73006))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 12114967.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (+(cos (0.83965))(0.12549)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.24894))(x1))(x1)))))(x1)) | Numero de nos: 24 | Erro = 2776440320.0000000000000000000000000  
(/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)) | Numero de nos: 10 | Erro = 434176364904448.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(-(0.31300)(sin (0.46898)))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 225449.9531250000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(0.18293))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 435363420045312.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(cos (x1))(0.23878)))(x1))(x1)))(x1))(/(0.24894)(+(+(/(x1)(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 28 | Erro = 22265174.0000000000000000000000000  
(*(*(-(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(0.62847))(/(0.24894)(+(+(/(cos (x1))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sin (x1))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847))))))(x1)) | Numero de nos: 28 | Erro = 123923104.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sin (0.71203))(x1))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 26 | Erro = 80742760.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 64458.1523437500000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(x1))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 223120.6718750000000000000000000  
(*(*(*(x1)(0.23878))(-(+(sqrt (/(+(sqrt (/(0.39833)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(x1))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 434349103120384.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(0.24894)(0.62847)))(/(0.62847)(x1))))(x1))(/(0.24894)(+(/(sqrt (0.93808))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 15211291475968.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(x1)))(+(x1)(0.62847)))(x1)))(x1))(/(0.23878)(+(+(/(cos (0.39833))(x1))(0.62847))(x1)))))(x1)) | Numero de nos: 30 | Erro = 56907736.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(x1)(x1)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.85867))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 12114591.0000000000000000000000000  
(*(*(*(x1)(x1))(-(sqrt (cos (0.10056)))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 20 | Erro = 435570115346432.0000000000000000000000000  
(*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (sqrt (0.38090)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (x1))(x1))(x1))(0.61476)))))(x1)) | Numero de nos: 29 | Erro = 36768888.0000000000000000000000000  

MELHOR: (*(*(*(x1)(x1))(-(+(sqrt (/(+(sqrt (/(0.62847)(0.23878)))(+(x1)(0.62847)))(x1)))(x1))(/(0.24894)(+(+(/(cos (0.39833))(0.06159))(x1))(x1)))))(x1)) | Numero de nos: 30 | Erro = 64458.1523437500000000000000000  

Seed 8: 
(-(+(cos (0.78845))(/(*(*(cos (*(0.86834)(sin (sin (0.71880)))))(x1))(-(*(cos (-(sqrt (-(0.12845)(*(cos (0.96191))(x1))))(0.84634)))(0.22245))(x1)))(x1)))(0.58467)) | Numero de nos: 30 | Erro = 434176264241152.0000000000000000000000000  
(0.74145) | Numero de nos: 1 | Erro = 434176499122176.0000000000000000000000000  
(+(*(x1)(*(sin (x1))(/(sqrt (-(0.49605)(0.22297)))(sqrt (x1)))))(cos (/(+(+(+(sqrt (/(-(/(x1)(0.69002))(x1))(0.02014)))(0.35511))(x1))(x1))(0.75527)))) | Numero de nos: 30 | Erro = 434177002438656.0000000000000000000000000  
(0.75030) | Numero de nos: 1 | Erro = 434176398458880.0000000000000000000000000  
(0.59007) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(cos (/(cos (/(sqrt (/(/(0.98254)(-(sqrt (-(/(*(cos (*(/(cos (cos (-(x1)(0.61086))))(0.11240))(x1)))(x1))(x1))(x1)))(x1)))(0.05152)))(0.24400)))(x1))) | Numero de nos: 30 | Erro = 434176364904448.0000000000000000000000000  
(sin (x1)) | Numero de nos: 2 | Erro = 434176633339904.0000000000000000000000000  
(-(cos (+(cos (sqrt (-(*(cos (*(x1)(x1)))(cos (sqrt (cos (x1)))))(+(-(/(+(sqrt (+(sqrt (x1))(0.61580)))(0.53847))(x1))(0.05084))(0.81176)))))(0.31227)))(x1)) | Numero de nos: 30 | Erro = 434175995805696.0000000000000000000000000  
(sin (sin (/(x1)(-(x1)(/(/(0.58940)(0.45585))(0.07715)))))) | Numero de nos: 11 | Erro = 434176499122176.0000000000000000000000000  
(+(*(cos (-(-(-(0.94653)(0.23136))(*(-(+(+(sqrt (sin (x1)))(-(/(cos (cos (-(0.80496)(x1))))(x1))(0.93716)))(0.38148))(x1))(0.30473)))(x1)))(0.02603))(0.83117)) | Numero de nos: 30 | Erro = 434176398458880.0000000000000000000000000  
(sqrt (+(/(/(*(+(sqrt (/(/(cos (sqrt (sqrt (-(0.24976)(sqrt (sin (cos (0.68230))))))))(+(0.73040)(+(0.78588)(x1))))(0.85433)))(x1))(x1))(x1))(x1))(0.99329))) | Numero de nos: 29 | Erro = 434176264241152.0000000000000000000000000  
(*(cos (0.22391))(cos (0.37980))) | Numero de nos: 5 | Erro = 434176364904448.0000000000000000000000000  
(/(/(x1)(+(-(x1)(*(sin (0.02155))(sqrt (sin (-(cos (*(sin (0.32997))(0.58006)))(-(x1)(-(sin (/(+(0.20444)(0.15699))(x1)))(sqrt (x1)))))))))(0.69463)))(0.21674)) | Numero de nos: 30 | Erro = 434175358271488.0000000000000000000000000  
(cos (cos (*(-(0.40568)(+(0.74193)(cos (cos (0.19752)))))(x1)))) | Numero de nos: 11 | Erro = 434176432013312.0000000000000000000000000  
(*(sqrt (x1))(sqrt (sqrt (/(cos (cos (-(0.50200)(-(+(+(-(*(-(/(0.22419)(sin (x1)))(/(sqrt (0.28318))(0.24888)))(x1))(0.01025))(x1))(x1))(0.61769)))))(0.02799))))) | Numero de nos: 30 | Erro = 434174519410688.0000000000000000000000000  
(sqrt (*(/(+(-(*(cos (sin (sin (sqrt (0.71206)))))(-(sin (*(sin (x1))(+(+(cos (sin (-(0.06977)(0.30302))))(0.23756))(x1))))(x1)))(0.39073))(0.94562))(0.94522))(x1))) | Numero de nos: 30 | Erro = 434176364904448.0000000000000000000000000  
(0.21366) | Numero de nos: 1 | Erro = 434176599785472.0000000000000000000000000  
(cos (sqrt (cos (sqrt (+(cos (/(*(x1)(+(x1)(x1)))(0.45589)))(0.01733)))))) | Numero de nos: 14 | Erro = 434176499122176.0000000000000000000000000  
(sin (sqrt (sqrt (+(sqrt (cos (sin (sin (sqrt (/(/(sin (+(x1)(-(x1)(+(0.14466)(sin (+(sin (sin (-(sqrt (x1))(x1))))(x1)))))))(0.71648))(0.78643)))))))(x1))))) | Numero de nos: 30 | Erro = 434176465567744.0000000000000000000000000  
(+(cos (0.83416))(+(sqrt (-(*(0.73449)(cos (-(+(+(+(/(sin (x1))(/(/(cos (*(x1)(x1)))(x1))(0.86395)))(0.44005))(0.29749))(x1))(x1))))(0.35658)))(0.63570))) | Numero de nos: 30 | Erro = 434176096468992.0000000000000000000000000  
(-(0.11164)(cos (/(cos (/(sqrt (sin (+(/(0.40819)(sqrt (-(-(0.71535)(+(sqrt (x1))(sin (sin (-(0.97464)(sin (x1)))))))(x1))))(+(x1)(0.31034)))))(x1)))(x1)))) | Numero de nos: 30 | Erro = 434176834666496.0000000000000000000000000  
(0.01889) | Numero de nos: 1 | Erro = 434176633339904.0000000000000000000000000  
(-(+(sqrt (-(/(*(0.88702)(*(*(*(sqrt (sin (/(0.80550)(x1))))(sin (x1)))(sin (0.87954)))(x1)))(0.80401))(cos (-(cos (*(0.53230)(x1)))(0.85867)))))(x1))(0.29047)) | Numero de nos: 30 | Erro = 434176666894336.0000000000000000000000000  
(0.32444) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(cos (/(0.15781)(x1))) | Numero de nos: 4 | Erro = 434176364904448.0000000000000000000000000  
(+(sqrt (/(sin (x1))(x1)))(cos (/(0.00397)(*(/(*(sin (+(sin (+(/(/(0.37877)(sqrt (cos (sqrt (cos (0.05466))))))(0.14618))(x1)))(0.13572)))(x1))(0.18213))(0.94812))))) | Numero de nos: 30 | Erro = 434176130023424.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(+(/(sqrt (+(*(*(cos (/(*(-(*(/(*(sin (-(-(0.33961)(x1))(0.40657)))(x1))(x1))(0.81286))(x1))(0.04465))(0.00916)))(x1))(0.52699))(0.95569)))(0.78509))(0.22071)) | Numero de nos: 30 | Erro = 434175794479104.0000000000000000000000000  
(cos (0.59496)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(cos (+(sin (sqrt (0.19733)))(sin (sqrt (x1))))) | Numero de nos: 8 | Erro = 434176499122176.0000000000000000000000000  
(sqrt (*(/(x1)(*(cos (-(+(+(sin (cos (cos (-(sin (0.93344))(sqrt (-(sin (/(cos (sin (sin (0.73760))))(0.70376)))(x1)))))))(0.87722))(0.54067))(x1)))(0.99618)))(x1))) | Numero de nos: 30 | Erro = 434169318473728.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(-(cos (-(0.67827)(sin (*(/(cos (sin (cos (cos (-(cos (0.17573))(x1))))))(-(-(0.89480)(cos (*(-(/(cos (0.19706))(x1))(0.04593))(x1))))(x1)))(x1)))))(0.10544)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(cos (cos (/(+(/(sqrt (-(/(sin (+(cos (x1))(x1)))(-(x1)(cos (sqrt (sin (0.61928))))))(-(-(*(x1)(0.36430))(x1))(sin (x1)))))(0.89306))(x1))(0.32221)))) | Numero de nos: 30 | Erro = 434176364904448.0000000000000000000000000  
(+(*(x1)(0.99322))(*(cos (*(+(sqrt (+(0.46333)(/(cos (/(x1)(sqrt (/(cos (cos (-(sqrt (sin (x1)))(0.81924))))(sin (0.88949))))))(x1))))(x1))(0.87197)))(x1))) | Numero de nos: 30 | Erro = 434176700448768.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(sqrt (*(cos (/(-(x1)(+(sqrt (cos (sqrt (cos (cos (sin (-(*(x1)(x1))(+(+(*(-(x1)(cos (x1)))(x1))(0.49788))(x1)))))))))(0.03732)))(x1)))(0.00198))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(/(sin (sin (cos (sqrt (*(+(cos (*(x1)(0.45860)))(-(cos (0.52477))(+(cos (+(+(/(-(sin (x1))(sin (0.99329)))(0.84188))(0.76595))(0.61174)))(x1))))(0.10364))))))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(+(x1)(sin (sqrt (+(sqrt (sin (0.41658)))(+(-(-(-(0.23887)(sin (cos (0.74618))))(-(-(0.42384)(-(x1)(+(sin (/(0.66726)(0.23215)))(x1))))(0.80160)))(x1))(x1)))))) | Numero de nos: 30 | Erro = 434176801112064.0000000000000000000000000  
(0.44523) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(/(x1)(-(+(sqrt (cos (sin (/(/(sin (0.41676))(*(/(+(x1)(+(0.26112)(0.87158)))(*(sin (cos (-(0.86392)(0.15302))))(0.01105)))(0.44765)))(x1)))))(0.69259))(0.13370))) | Numero de nos: 29 | Erro = 434176801112064.0000000000000000000000000  
(-(-(+(/(*(sqrt (/(cos (+(sqrt (x1))(+(x1)(*(-(sqrt (cos (cos (sqrt (/(0.67782)(x1))))))(0.39030))(x1)))))(0.25422)))(x1))(0.72509))(0.83138))(x1))(x1)) | Numero de nos: 30 | Erro = 434177136656384.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(sqrt (sin (*(x1)(+(x1)(0.68252))))) | Numero de nos: 7 | Erro = 434176398458880.0000000000000000000000000  
(/(cos (cos (+(*(/(+(cos (cos (0.88943)))(*(x1)(*(sin (/(+(/(cos (sin (+(0.19248)(x1))))(x1))(0.13898))(0.76928)))(x1))))(0.80303))(0.91015))(0.20679))))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(/(sqrt (sqrt (sqrt (cos (/(+(sin (-(+(-(cos (0.05646))(sqrt (sqrt (*(sqrt (sqrt (*(*(0.67379)(sin (x1)))(x1))))(0.59569)))))(0.28172))(x1)))(x1))(x1))))))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(-(sin (0.52736))(+(*(x1)(sin (x1)))(x1))) | Numero de nos: 9 | Erro = 434174955618304.0000000000000000000000000  
(*(*(+(sin (cos (sin (x1))))(+(/(/(sin (cos (/(sin (sin (sqrt (-(sqrt (x1))(sin (0.19495))))))(x1))))(x1))(sin (sqrt (0.10685))))(0.39430)))(sin (x1)))(0.23484)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(sin (sqrt (*(+(+(sqrt (x1))(*(sqrt (x1))(sin (+(0.03006)(*(*(0.53835)(+(0.67598)(x1)))(-(cos (+(sin (-(0.35102)(x1)))(x1)))(0.05939)))))))(0.32710))(0.74526)))) | Numero de nos: 30 | Erro = 434176432013312.0000000000000000000000000  
(*(*(-(x1)(x1))(-(0.57445)(0.64373)))(sin (cos (x1)))) | Numero de nos: 11 | Erro = 434176633339904.0000000000000000000000000  
(/(-(sin (0.53450))(sin (x1)))(+(*(x1)(0.52422))(/(x1)(0.06149)))) | Numero de nos: 13 | Erro = 434176633339904.0000000000000000000000000  
(-(/(sqrt (x1))(/(0.47755)(x1)))(cos (-(x1)(0.74551)))) | Numero de nos: 11 | Erro = 434119624359936.0000000000000000000000000  
(sqrt (+(sqrt (0.71047))(/(0.54979)(0.23060)))) | Numero de nos: 7 | Erro = 434176096468992.0000000000000000000000000  
(sin (+(+(x1)(x1))(sqrt (0.97925)))) | Numero de nos: 7 | Erro = 434176633339904.0000000000000000000000000  
(sin (cos (/(x1)(0.15384)))) | Numero de nos: 5 | Erro = 434176700448768.0000000000000000000000000  
(+(cos (*(0.78359)(0.44749)))(sin (/(0.25498)(x1)))) | Numero de nos: 9 | Erro = 434176364904448.0000000000000000000000000  
(*(sin (cos (x1)))(+(sin (0.90680))(*(0.71483)(0.18271)))) | Numero de nos: 10 | Erro = 434176666894336.0000000000000000000000000  
(sin (sin (cos (x1)))) | Numero de nos: 4 | Erro = 434176666894336.0000000000000000000000000  
(/(sqrt (sqrt (0.11466)))(sqrt (+(0.69878)(0.07498)))) | Numero de nos: 8 | Erro = 434176499122176.0000000000000000000000000  
(-(sqrt (-(x1)(0.00595)))(/(cos (0.60945))(cos (x1)))) | Numero de nos: 10 | Erro = 434175391825920.0000000000000000000000000  
(sin (sin (-(x1)(x1)))) | Numero de nos: 5 | Erro = 434176633339904.0000000000000000000000000  
(/(+(*(0.41014)(0.12436))(sqrt (0.02402)))(sqrt (cos (0.80099)))) | Numero de nos: 10 | Erro = 434176599785472.0000000000000000000000000  
(*(sin (sqrt (0.62133)))(sqrt (/(0.33872)(x1)))) | Numero de nos: 8 | Erro = 434176532676608.0000000000000000000000000  
(/(*(sqrt (x1))(sin (x1)))(-(sqrt (0.77929))(*(x1)(x1)))) | Numero de nos: 12 | Erro = 434176633339904.0000000000000000000000000  
(-(/(cos (x1))(/(0.56130)(x1)))(cos (sin (0.65950)))) | Numero de nos: 10 | Erro = 434177774190592.0000000000000000000000000  
(*(sqrt (cos (0.73876)))(sin (sin (0.90014)))) | Numero de nos: 7 | Erro = 434176532676608.0000000000000000000000000  
(*(cos (-(x1)(x1)))(*(/(x1)(x1))(*(0.97717)(x1)))) | Numero de nos: 12 | Erro = 434176868220928.0000000000000000000000000  
(sin (cos (cos (0.53230)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(sin (+(sin (x1))(cos (x1)))) | Numero de nos: 6 | Erro = 434176599785472.0000000000000000000000000  
(+(/(sin (0.58006))(/(x1)(x1)))(*(*(x1)(0.16611))(+(0.56087)(0.77584)))) | Numero de nos: 14 | Erro = 434176465567744.0000000000000000000000000  
(-(*(*(0.66259)(x1))(sqrt (0.27061)))(sin (sin (0.72884)))) | Numero de nos: 10 | Erro = 434176935329792.0000000000000000000000000  
(cos (sqrt (/(0.42677)(x1)))) | Numero de nos: 5 | Erro = 434176432013312.0000000000000000000000000  
(sqrt (cos (-(x1)(x1)))) | Numero de nos: 5 | Erro = 434176364904448.0000000000000000000000000  
(sin (*(cos (x1))(-(0.53304)(x1)))) | Numero de nos: 7 | Erro = 434176633339904.0000000000000000000000000  
(+(-(sqrt (x1))(cos (x1)))(cos (sqrt (0.16745)))) | Numero de nos: 9 | Erro = 434175458934784.0000000000000000000000000  
(cos (+(cos (0.79318))(sin (x1)))) | Numero de nos: 6 | Erro = 434176398458880.0000000000000000000000000  
(+(-(*(x1)(x1))(/(0.04166)(x1)))(sqrt (-(x1)(x1)))) | Numero de nos: 12 | Erro = 433729990295552.0000000000000000000000000  
(cos (sqrt (/(x1)(0.15757)))) | Numero de nos: 5 | Erro = 434176599785472.0000000000000000000000000  
(/(sqrt (/(0.15738)(x1)))(cos (sin (0.27903)))) | Numero de nos: 8 | Erro = 434176465567744.0000000000000000000000000  
(sin (sqrt (*(0.48878)(x1)))) | Numero de nos: 5 | Erro = 434176599785472.0000000000000000000000000  
(*(sin (cos (0.14161)))(sin (*(x1)(0.75005)))) | Numero de nos: 8 | Erro = 434176566231040.0000000000000000000000000  
(sin (+(sqrt (x1))(*(0.60869)(0.76800)))) | Numero de nos: 7 | Erro = 434176398458880.0000000000000000000000000  
(-(*(*(0.27827)(x1))(/(0.39918)(x1)))(cos (cos (0.96448)))) | Numero de nos: 11 | Erro = 434176767557632.0000000000000000000000000  
(sin (+(/(0.25608)(0.08747))(cos (x1)))) | Numero de nos: 7 | Erro = 434176499122176.0000000000000000000000000  
(-(cos (*(0.93731)(x1)))(+(sqrt (0.72008))(/(0.17096)(0.58519)))) | Numero de nos: 11 | Erro = 434176935329792.0000000000000000000000000  
(sqrt (+(+(0.79897)(x1))(cos (0.10730)))) | Numero de nos: 7 | Erro = 434175660261376.0000000000000000000000000  
(sqrt (/(-(x1)(0.39534))(sin (x1)))) | Numero de nos: 7 | Erro = 434174754291712.0000000000000000000000000  
(*(sqrt (sin (x1)))(sqrt (-(0.72698)(0.27293)))) | Numero de nos: 8 | Erro = 434176532676608.0000000000000000000000000  
