/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.40
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 5: 
(+(-(/(0.84414)(*(0.53862)(x1)))(+(*(-(/(x1)(+(0.36509)(-(+(-(-(+(0.86096)(x1))(0.13282))(x1))(0.53258))(0.49165))))(0.44603))(0.07883))(x1)))(x1)) | Numero de nos: 29 | Erro: 434176633339904.0000000000000000000000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
MELHOR: (+(+(+(0.97867)(x1))(*(/(*(x1)(x1))(/(x1)(x1)))(*(x1)(x1))))(/(x1)(/(/(/(x1)(x1))(+(/(x1)(x1))(x1)))(x1)))) | Numero de nos: 29 | Erro: 0.9851433038711547900000000 |
