/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 100 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 1000 	 MUTACAO   : 0.50
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 3: 
(+(*(+(-(0.71953)(*(-(-(+(/(/(-(x1)(*(0.72826)(0.25907)))(*(*(x1)(x1))(0.83227)))(0.21168))(0.95315))(x1))(0.90881))(0.85293)))(x1))(0.68954))(x1)) | Numero de nos: 29 | Erro: 434177304428544.0000000000000000000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
MELHOR: (*(*(x1)(+(x1)(/(+(*(+(*(x1)(x1))(0.91076))(+(/(+(0.09058)(/(0.09058)(+(-(0.01495)(0.09729))(x1))))(x1))(x1)))(0.91076))(x1))))(x1)) | Numero de nos: 29 | Erro: 91.8669891357421870000000000 |
